"REF","Company (Manufacturer)","Company Location","Review Date","Country of Bean Origin","Specific Bean Origin or Bar Name","Cocoa Percent","Ingredient Nums","Ingredients","Most Memorable Characteristics","Rating"
478,"Pierre Marcolini","Belgium",2010,"Venezuela","Chuao",0.75,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","strong vanilla, nutty, spicey",3
531,"Pierre Marcolini","Belgium",2010,"Peru","Peru, Las Pampas P.",0.85,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","bitter, coffee, cocoa",3
414,"Pierre Marcolini","Belgium",2009,"Brazil","Bahia Brazil, Fazenda Sao Pedro",0.72,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","smokey, floral, mild",3
445,"Pierre Marcolini","Belgium",2009,"Mexico","Porcelana, Tabasco, Finca La Joya",0.72,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","bland, subtle dairy, burning",3
111,"Pierre Marcolini","Belgium",2007,"Blend","Cabosse, Venezuela, Java",0.7,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","rich cocoa, tart citrus",4
141,"Pierre Marcolini","Belgium",2007,"Madagascar","Sambirano, Ambanja, Madagascar",0.72,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","tangy, floral, spicy, cocoa",4
129,"Pierre Marcolini","Belgium",2007,"Ecuador","Los Rios, Puerto Romero, Equateur",0.72,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","creamy, cocoa, grassy",3.75
166,"Pierre Marcolini","Belgium",2007,"Blend","Fleur de Cacao, Venezuela/ Ghana",0.85,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","cinamon, bitter aftertaste",3.5
81,"Pierre Marcolini","Belgium",2006,"Mexico","Porcelana, Tabasco, Limited Ed.",0.72,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","mild tart, long and rich",4
93,"Pierre Marcolini","Belgium",2006,"Venezuela","Ocumare, Puerto Cabello, Venezuela",0.72,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","rich cocoa, marshmallow",3.75
93,"Pierre Marcolini","Belgium",2006,"Indonesia","Kendem Lembu, Java",0.72,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","red fruit, smokey, sour",3
2462,"Piety and Desire","U.S.A.",2020,"Tanzania","Kokoa Kamili, Kilombero Valley, batch 304",0.7,3,"Beans,Sugar,Cocoa Butter","sweet, cream, cherry, rich",3.5
2462,"Piety and Desire","U.S.A.",2020,"India","Kerla",0.73,3,"Beans,Sugar,Cocoa Butter","creamy, fruity, mocha",3.5
2462,"Piety and Desire","U.S.A.",2020,"Vietnam","Dak Nong, batch 405",0.7,3,"Beans,Sugar,Cocoa Butter","swiss miss, pistachio, rich",3
1772,"Pinellas","U.S.A.",2016,"Honduras","Wampusirpi Region",0.8,4,"Beans,Sugar,Vanilla,Lecithin","banana, earthy ending",2.5
1510,"Pitch Dark","U.S.A.",2015,"Nicaragua","Rugoso",0.8,2,"Beans,Sugar","chunky, dairy, nutty, rich",3.25
1506,"Pitch Dark","U.S.A.",2015,"Nicaragua","Johe",0.8,2,"Beans,Sugar","dry, sandy, earthy, leathery",2.75
1510,"Pitch Dark","U.S.A.",2015,"Nicaragua","Chuno",0.8,3,"Beans,Sugar,Cocoa Butter","metal, earthy, pungent",2.75
1510,"Pitch Dark","U.S.A.",2015,"Nicaragua","Nicalizo",0.8,3,"Beans,Sugar,Cocoa Butter","metal, molasses, roasty",2.75
1506,"Pitch Dark","U.S.A.",2015,"Nicaragua","Tenor",0.62,3,"Beans,Sugar,Cocoa Butter","coarse, earthy, metal, sweet",2.5
1319,"Pitch Dark","U.S.A.",2014,"Ecuador","Camino Verde P., Balao, Guayas, ""Floral""",0.73,2,"Beans,Sugar","intense, floral, leather",3.5
1311,"Pitch Dark","U.S.A.",2014,"Madagascar","Akesson Estate",0.73,2,"Beans,Sugar","intense, dried fruit, roasty",3.25
1319,"Pitch Dark","U.S.A.",2014,"Ecuador","Camino Verde P., Balao, Guayas, ""Fruity""",0.73,2,"Beans,Sugar","tobacco, woody, rum",3.25
1315,"Pitch Dark","U.S.A.",2014,"Fiji","Namau Village",0.73,2,"Beans,Sugar","intense smoke, medicinal",2.5
2530,"Pollinator","U.S.A.",2020,"Tanzania","Tanzania",0.7,3,"Beans,Sugar,Cocoa Butter","raisins, grapes, tart",3.25
2530,"Pollinator","U.S.A.",2020,"Bolivia","Tranquilidad, ""Wild Bolivia""",0.7,3,"Beans,Sugar,Cocoa Butter","sandy, dried fruit, earthy",3
2530,"Pollinator","U.S.A.",2020,"Dominican Republic","Zorzal Plantation",0.7,3,"Beans,Sugar,Cocoa Butter","slightly bitter, earthy, fruity",3
829,"Pomm (aka Dead Dog)","U.S.A.",2012,"Peru","Peru, batch 1",0.82,3,"Beans,Sugar,Cocoa Butter","dry, red berry, off note",2.75
829,"Pomm (aka Dead Dog)","U.S.A.",2012,"Dominican Republic","La Red, 2011",0.76,3,"Beans,Sugar,Cocoa Butter","molasses, banana, chemical",2.5
2582,"Poppy and Peep","U.S.A.",2021,"Guatemala","Guatemala",0.76,3,"Beans,Sugar,Cocoa Butter","tart with woody undertones",3
2586,"Poppy and Peep","U.S.A.",2021,"Ghana","Ghana",0.66,3,"Beans,Sugar,Cocoa Butter","extra sweet, nutty, deep cocoa",3
2582,"Poppy and Peep","U.S.A.",2021,"Haiti","Haiti",0.71,3,"Beans,Sugar,Cocoa Butter","sweet, spoiled milk, vegetal",2.75
2538,"Potomac","U.S.A.",2021,"Uganda","Semuliki Forest, batch 20035",0.75,2,"Beans,Sugar","light cocoa, dairy,faint cinnamon",3.75
2622,"Potomac","U.S.A.",2021,"Peru","Ucayali, batch 200105",0.7,2,"Beans,Sugar","anise, cocoa, dried fruit",3.75
2076,"Potomac","U.S.A.",2018,"Colombia","Tumaco",0.7,2,"Beans,Sugar","marshmallow, distinquished",4
1820,"Potomac","U.S.A.",2016,"Dominican Republic","Oko Caribe, Duarte Province, 2016 H.",0.7,2,"Beans,Sugar","dense, rich, nuanced",3.75
1387,"Potomac","U.S.A.",2014,"Venezuela","Cuyagua, 2013",0.7,2,"Beans,Sugar","mildy nutty, cocoa, spice",3.75
647,"Potomac","U.S.A.",2011,"Costa Rica","Upala w/ nibs",0.7,2,"Beans,Sugar","grass,chewy,nibs add bitterness",3.5
789,"Potomac","U.S.A.",2011,"Brazil","Bahia",0.7,2,"Beans,Sugar","mint, candied",3.5
654,"Potomac","U.S.A.",2011,"Costa Rica","Upala, Batch 18",0.7,2,"Beans,Sugar","fudgey, mild smoke",3
789,"Potomac","U.S.A.",2011,"Peru","San Martin, Amazonian Highlands",0.7,2,"Beans,Sugar","grassy, earthy",2.75
607,"Potomac","U.S.A.",2010,"Costa Rica","Upala, Batch 12",0.82,2,"Beans,Sugar","bright red fruit,smoke,powerful",3.75
2410,"Pralus","France",2019,"Sao Tome & Principe","Sao Tome & Principe",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","deep cocoa, fatty, mild ashey",3.5
2414,"Pralus","France",2019,"Tanzania","Tanzanie",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","spicy, cocoa",3.5
2418,"Pralus","France",2019,"Ecuador","Equateur",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","dried fruit, floral",3.5
2410,"Pralus","France",2019,"Trinidad","Trinidad",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","tobacco,deep cocoa, sl. burnt",3.25
2414,"Pralus","France",2019,"Ghana","Ghana",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","rich cocoa, fatty, roasty",3.25
2406,"Pralus","France",2019,"Papua New Guinea","Papouasie",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","complex, smoke, intense, ham",3
2410,"Pralus","France",2019,"Indonesia","Java",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","fruit, woody, ashey, fatty",3
2410,"Pralus","France",2019,"Venezuela","Barlovento",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","roasty, black licorice, rubbery",3
2414,"Pralus","France",2019,"Madagascar","Nosy Be Isle.",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","high acidity,roasty,sour,chalky",3
2418,"Pralus","France",2019,"Colombia","Colombie",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","sandy, coffee, sweet, roasty",3
1446,"Pralus","France",2015,"Peru","Peru",0.75,3,"Beans,Sugar,Cocoa Butter","subdued, floral, nutty, fatty",3.25
717,"Pralus","France",2011,"Venezuela","Porcelana, S. of Lake Maracaibo",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","burnt nuts, subtle fruit",3.25
486,"Pralus","France",2010,"Venezuela","Chuao",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","nutty, red berry, rich",3.5
451,"Pralus","France",2009,"Venezuela","Cuyagua",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","creamy, burnt,ashey, lemon",2
280,"Pralus","France",2008,"Brazil","Monte Alegre, Diego Badero",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","complex, herbal, sour",3.5
202,"Pralus","France",2008,"Madagascar","Sambirano Valley, Le 100%",1,2,"Beans,Cocoa Butter","fatty, mild fruit, bitter, smoke",3
280,"Pralus","France",2008,"Dominican Republic","Dominican Republic-Organic",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","sandy, sour",2
162,"Pralus","France",2007,"Sao Tome","Claudio Corallo w/ nibs",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","large nibs, spicy, cocoa",4
32,"Pralus","France",2006,"Jamaica","Jamaique",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","creamy, spicy",3.75
93,"Pralus","France",2006,"Ecuador","Fortissima",0.8,4,"Beans,Sugar,Cocoa Butter,Lecithin","vegetal, fruit, smoke",3.75
99,"Pralus","France",2006,"Blend","Djakarta, Java and Ghana",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","tart, fruit, cocoa",3.5
40,"Pralus","France",2006,"Vanuatu","Vanuatu",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","smoke dominates, mild fruit",3
99,"Pralus","France",2006,"Cuba","Cuba",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","earthy, tobacco, mushroom",3
99,"Pralus","France",2006,"Blend","Caracas, Venezuela and Ghana",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","sandy, roasty, cocoa",3
105,"Pralus","France",2006,"Brazil","Monte Alegre (Itacare), Brazil",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","creamy, fatty, burnt",3
2118,"Primo Botanica","U.S.A.",2018,"Tanzania","Kokoa Kamili, 2018 Harvest",0.75,2,"Beans,Sweetener other than white cane or beet sugar","sour palm, rich cocoa, fruit",3.25
2118,"Primo Botanica","U.S.A.",2018,"Peru","Choba Choba",0.75,2,"Beans,Sweetener other than white cane or beet sugar","molasses, coffee, cocoa",3.25
2318,"Public Chocolatory","South Korea",2019,"Vietnam","Vietnam",0.7,2,"Beans,Sugar","fruit, tart, fertilzer",2.75
2872,"Puchero","Spain",2023,"India","Idukki",0.68,3,"Beans,Sugar,Cocoa Butter","mild caramel, bubblegum",3.5
2780,"Pump Street Bakery","U.K.",2022,"Jamaica","Tulloch Estates, ""the fermentation proj."", b. 11306",0.76,3,"Beans,Sugar,Cocoa Butter","rum, hazelnut, bold, unique",3.25
2166,"Pump Street Bakery","U.K.",2018,"Solomon Islands","Guadalcanal, Tenaru, David Natei F.",0.72,3,"Beans,Sugar,Cocoa Butter","dominant savory",3.25
1956,"Pump Street Bakery","U.K.",2017,"Jamaica","Bachelor's Hall, batch 6911",0.75,2,"Beans,Sugar","sticky, mild, hay, honey",3.75
1872,"Pump Street Bakery","U.K.",2016,"Ecuador","Chocoan Rainforest, Teroro Escondido, ESM",0.77,3,"Beans,Sugar,Cocoa Butter","floral, grain, deep cocoa",3.5
1502,"Pump Street Bakery","U.K.",2015,"Grenada","Crayfish Bay Estate, 2014",0.7,3,"Beans,Sugar,Cocoa Butter","dark berry, mild floral",3.5
1530,"Pump Street Bakery","U.K.",2015,"Madagascar","Akesson's, batch 4411",0.74,3,"Beans,Sugar,Cocoa Butter","dairy, butterscotch, caramel",3.5
1688,"Pump Street Bakery","U.K.",2015,"Honduras","Honduras",0.8,3,"Beans,Sugar,Cocoa Butter","chunky, earthy, rubber",2.75
1223,"Pump Street Bakery","U.K.",2014,"Madagascar","Akessons Estate, Sambirano, Ambanja, b. 3212",0.72,3,"Beans,Sugar,Cocoa Butter","long, mellow, buttery",3.25
1223,"Pump Street Bakery","U.K.",2014,"Ecuador","Guantupi River",0.75,3,"Beans,Sugar,Cocoa Butter","perfume, roasted caramel",3
1223,"Pump Street Bakery","U.K.",2014,"Venezuela","Patanemo, Carabobo, Tisano family, b. 3211",0.75,3,"Beans,Sugar,Cocoa Butter","nutty, fuel, intense",2.75
1227,"Pump Street Bakery","U.K.",2014,"Ecuador","Guantupi River",0.85,3,"Beans,Sugar,Cocoa Butter","floral, slightly burnt, intense",2.75
1988,"Pura Delizia","Italy",2017,"Dominican Republic","Dominican",0.65,4,"Beans,Sugar,Cocoa Butter,Lecithin","peanut, soy, sunflower",3.75
1984,"Pura Delizia","Italy",2017,"Vietnam","Vietnam",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","intense, fig, roasty, citrus",3.5
1988,"Pura Delizia","Italy",2017,"Philippines","Philippines",0.66,4,"Beans,Sugar,Cocoa Butter,Lecithin","spice, sunflower",3.5
1988,"Pura Delizia","Italy",2017,"Ecuador","Ecuador",0.73,4,"Beans,Sugar,Cocoa Butter,Lecithin","few grits, strong floral",3.25
1988,"Pura Delizia","Italy",2017,"Papua New Guinea","Papua New Guinea",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","intense smoke",3.25
931,"Pura Delizia","Italy",2012,"Venezuela","Venezuela",0.73,4,"Beans,Sugar,Cocoa Butter,Lecithin","fatty, vanilla, orange",2.75
1057,"Q Chocolate","Brazil",2013,"Brazil","Brazil",0.85,3,"Beans,Sugar,Cocoa Butter","mild bitter, banana, citrus",3.5
1057,"Q Chocolate","Brazil",2013,"Brazil","Brazil",0.75,3,"Beans,Sugar,Cocoa Butter","sticky, intense, roasty, fruit",3.25
1069,"Q Chocolate","Brazil",2013,"Brazil","Brazil",0.8,3,"Beans,Sugar,Cocoa Butter","tannic, fruity, cocoa",3.25
1069,"Q Chocolate","Brazil",2013,"Brazil","Brazil",0.55,3,"Beans,Sugar,Cocoa Butter","creamy, too sweet, sour",2.75
935,"Q Chocolate","Brazil",2012,"Brazil","Brazil",0.65,3,"Beans,Sugar,Cocoa Butter","muted, banana, hot cocoa",3.25
935,"Q Chocolate","Brazil",2012,"Brazil","Brazil",0.6,3,"Beans,Sugar,Cocoa Butter","sweet, intense banana",3
2594,"Qantu","Canada",2021,"Peru","Chaska, Junin, lot 425",0.7,3,"Beans,Sugar,Cocoa Butter","bold, fig w/ floral undertone",3.75
2506,"Qantu","Canada",2020,"Peru","Piura, Gran Blanco, lot 400",0.7,3,"Beans,Sugar,Cocoa Butter","grapes and honey",4
2470,"Qantu","Canada",2020,"Peru","Morropon, Piura, AoC Golden Bean 2018",0.7,3,"Beans,Sugar,Cocoa Butter","intense plum, harsh woody",3.5
2426,"Qantu","Canada",2019,"Peru","Chunchu, Ayacucho, lot 208",0.7,3,"Beans,Sugar,Cocoa Butter","bold, nutty, floral, wine",3.75
2238,"Qantu","Canada",2018,"Peru","Bagua, Amazonas",0.7,3,"Beans,Sugar,Cocoa Butter","pungent, grapes",3
1800,"Quetzalli (Wolter)","Mexico",2016,"Mexico","Uranga, Lot 22032016",0.74,3,"Beans,Sugar,Cocoa Butter","waxy, gritty, spicy, hammy",3
1796,"Quetzalli (Wolter)","Mexico",2016,"Mexico","Mexico, Lot 28022016",0.7,3,"Beans,Sugar,Cocoa Butter","gritty, waxy, leather",2.75
2032,"Raaka","U.S.A.",2017,"Haiti","Pisa, roasted",0.7,3,"Beans,Sugar,Cocoa Butter","basic cocoa",3.5
2032,"Raaka","U.S.A.",2017,"Haiti","Pisa, unroasted",0.7,3,"Beans,Sugar,Cocoa Butter","green",3.25
1788,"Raaka","U.S.A.",2016,"Peru","Amazon Basin Blend- SMartin,Pangoa,nacional",0.7,3,"Beans,Sugar,Cocoa Butter","pungent, green, citrus",3
1708,"Raaka","U.S.A.",2015,"Congo","Virunga",0.75,3,"Beans,Sugar,Cocoa Butter","refined, honey, rubber",2.75
959,"Raaka","U.S.A.",2012,"Madagascar","Madagascar",0.75,3,"Beans,Sugar,Cocoa Butter","gritty, sticky, candied",3.25
785,"Raaka","U.S.A.",2011,"Dominican Republic","La Red",0.85,3,"Beans,Sugar,Cocoa Butter","creamy, pasty, bitter, cocoa",3.5
470,"Rain Republic","Guatemala",2010,"Guatemala","Suchitepequez E.",0.7,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","Easter candy, burnt",2.75
2668,"Ranger","U.S.A.",2021,"Mexico","Soconusco",0.7,2,"Beans,Sugar","fruit, yogurt, astringent",3.25
1562,"Ranger","U.S.A.",2015,"Peru","Tumbes, Batch 2",0.73,2,"Beans,Sugar","dried fruit, raisins, nutty",3.5
1562,"Ranger","U.S.A.",2015,"Peru","Chulucanas, Batch 1",0.8,2,"Beans,Sugar","fruity, melon",3.25
1558,"Ranger","U.S.A.",2015,"Peru","San Martin, Batch 2",0.7,2,"Beans,Sugar","oily, intense vinegar",2.5
1872,"Raoul Boulanger","France",2016,"Peru","Piura",0.75,3,"Beans,Sugar,Cocoa Butter","fatty, cocoa",3.25
2618,"Raphio","U.S.A.",2021,"Ghana","Suhum Region, ABOCFA, b. IG7720",0.72,3,"Beans,Sugar,Cocoa Butter","gateway, nutty, rich cocoa",3.5
2330,"Raphio","U.S.A.",2019,"Dominican Republic","Oko Caribe, San Fran. De Macoris, El Cibao",0.72,3,"Beans,Sugar,Cocoa Butter","floral, roasted cacao, dirty",3.5
2334,"Raphio","U.S.A.",2019,"Nicaragua","Matagalpa",0.72,3,"Beans,Sugar,Cocoa Butter","grassy, earthy, roasty, dirty",3.5
2158,"Raphio","U.S.A.",2018,"Tanzania","Kokoa Kamili, Kilombero batch IT7507",0.72,3,"Beans,Sugar,Cocoa Butter","creamy, complex, maple",3.75
2158,"Raphio","U.S.A.",2018,"Peru","El Gran Sapasoa, batch IP7487",0.72,3,"Beans,Sugar,Cocoa Butter","dominant spice",3.75
2166,"Raphio","U.S.A.",2018,"Ecuador","Camino Verde",0.72,3,"Beans,Sugar,Cocoa Butter","floral, malt, high astringcy",3.5
494,"Republica del Cacao (aka Confecta)","Ecuador",2010,"Ecuador","Esmeraldas",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","strong spicey, earthy green",3.25
439,"Republica del Cacao (aka Confecta)","Ecuador",2009,"Ecuador","Los Rios, Vinces",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","strong rubber, off chemical",2.5
170,"Republica del Cacao (aka Confecta)","Ecuador",2007,"Ecuador","Los Rios",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","vanilla, dark roast, spicy",3.75
147,"Republica del Cacao (aka Confecta)","Ecuador",2007,"Ecuador","El Oro",0.67,4,"Beans,Sugar,Cocoa Butter,Lecithin","creamy, caramel, dairy",3.5
147,"Republica del Cacao (aka Confecta)","Ecuador",2007,"Ecuador","Manabi",0.75,4,"Beans,Sugar,Cocoa Butter,Lecithin","cinamon, hazelnut, roasty",3
2514,"Ritual","U.S.A.",2020,"Madagascar","Sambirano, 2019 h., batch 7",0.75,3,"Beans,Sugar,Cocoa Butter","tart fruit, roasty",3.5
2282,"Ritual","U.S.A.",2019,"Nicaragua","La Colonia, Enliven Cacao",0.7,2,"Beans,Sugar","complex, honey, fruit, nut",3.5
2418,"Ritual","U.S.A.",2019,"Trinidad","Jagassar Estate, Moruga Region, microlot",0.8,2,"Beans,Sugar","rich brownie, dried fruit",3.5
2008,"Ritual","U.S.A.",2017,"Mexico","Xoconusco",0.75,3,"Beans,Sugar,Cocoa Butter","smooth, coffee, rich cocoa",3.75
1860,"Ritual","U.S.A.",2016,"Ecuador","Camino Verde P., Balao, 2015 harvest, batch8",0.75,2,"Beans,Sugar","floral, bourbon, balanced",3.75
1466,"Ritual","U.S.A.",2015,"Ecuador","Camino Verde P., Balao, Guayas, 2014, b. 001",0.85,2,"Beans,Sugar","mild bitter, woody, bourbon",3.5
1466,"Ritual","U.S.A.",2015,"Blend","Mid Mountain, 2014, batch 002",0.7,2,"Beans,Sugar","sticky, woody",3.5
1089,"Ritual","U.S.A.",2013,"Belize","Toledo District, Maya, batch 001",0.75,2,"Beans,Sugar","thick, slow, pure",3.75
1181,"Ritual","U.S.A.",2013,"Peru","Maranon, Cajamarca, batch 002",0.75,2,"Beans,Sugar","intense, roasty, spice",3
891,"Ritual","U.S.A.",2012,"Madagascar","Sambirano, 2011 harvest, batch 1",0.75,2,"Beans,Sugar","dark berry, tropical, nutty",4
979,"Ritual","U.S.A.",2012,"Trinidad","Gran Couva, 2012 harvest, batch 001",0.75,2,"Beans,Sugar","orange, heavy roast",3.5
967,"Ritual","U.S.A.",2012,"Ecuador","Camino Verde P., 2012, Balao, Guayas, batch 1",0.75,2,"Beans,Sugar","dried fruit, nut, bitter, roasty",3.25
745,"Ritual","U.S.A.",2011,"Costa Rica","Costa Rica",0.75,2,"Beans,Sugar","dark berry, woody,astringent",3.5
2832,"Riversea","U.S.A.",2023,"Brazil","Gomes, Castanhal, ""microlot select""",0.72,3,"Beans,Sugar,Cocoa Butter","floral, spice, strong mint",3
2354,"River-Sea","U.S.A.",2019,"Fiji","Vanua Levu, Matasawalevu",0.7,3,"Beans,Sugar,Cocoa Butter","fatty, rubbery, nutty",2.5
2354,"River-Sea","U.S.A.",2019,"Peru","Ucayali",0.7,3,"Beans,Sugar,Cocoa Butter","fatty, rubbery, off",2.5
2080,"River-Sea","U.S.A.",2018,"Tanzania","Kokoa Kamili, Morogoro",0.72,3,"Beans,Sugar,Cocoa Butter","muted, heavy roast",3
1844,"Roasting Masters","South Korea",2016,"Costa Rica","La Dorado, light roast",0.7,2,"Beans,Sugar","dried fruit, intense",3.25
1844,"Roasting Masters","South Korea",2016,"Costa Rica","Tapanti, light roast",0.7,2,"Beans,Sugar","fatty, honey, slight sour",3.25
1844,"Roasting Masters","South Korea",2016,"Costa Rica","Maleku",0.7,2,"Beans,Sugar","roasty, coffee, intense",3.25
1061,"Robert (aka Chocolaterie Robert)","Madagascar",2013,"Madagascar","Madagascar",0.75,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","rich cocoa, nutty",3.25
1061,"Robert (aka Chocolaterie Robert)","Madagascar",2013,"Madagascar","Madagascar w/ nibs",0.68,4,"Beans,Sugar,Cocoa Butter,Lecithin","basic cocoa, large nibs",3.25
1748,"Rogue","U.S.A.",2016,"Honduras","La Masica, Batch 1, FHIA Research Center",0.75,2,"Beans,Sugar","robust, tart, roasty",3.75
1446,"Rogue","U.S.A.",2015,"Venezuela","Caranero, Choc. Garage Exclusive",0.7,2,"Beans,Sugar","deep, rich, nutty, roasty",3.75
1566,"Rogue","U.S.A.",2015,"Bolivia","Tranquilidad, Batch 1",0.75,2,"Beans,Sugar","roasty, dried fruit, sour",3.25
1209,"Rogue","U.S.A.",2014,"Venezuela","Porcelana",0.8,2,"Beans,Sugar","red fruit, intense, earthy",3.75
1081,"Rogue","U.S.A.",2013,"Bolivia","Silvestre, Batch 7, 2013",0.75,2,"Beans,Sugar","smooth, banana, tart, roasty",4
1193,"Rogue","U.S.A.",2013,"Jamaica","Bachelor's Hall E., St. Thomas Parish, batch 1",0.75,2,"Beans,Sugar","intense, dark berry, spice",3.75
1038,"Rogue","U.S.A.",2013,"Madagascar","Akessons Estate, Sambirano, 2013",0.7,2,"Beans,Sugar","creamy, heavy roast, citrus",3.5
1081,"Rogue","U.S.A.",2013,"Dominican Republic","Hispaniola, 2013",0.7,2,"Beans,Sugar","sticky, earthy, smokey",3.5
979,"Rogue","U.S.A.",2012,"Ecuador","Camino Verde P., Balao, Guayas",0.75,2,"Beans,Sugar","floral, bourbon, mocha",3.75
793,"Rogue","U.S.A.",2011,"Bolivia","Silvestre, Batch 1, 2011",0.75,2,"Beans,Sugar","rich brownie, roasty, sour",3
565,"Rogue","U.S.A.",2010,"Peru","Piura",0.75,2,"Beans,Sugar","smooth,intense,fruit, complex",3.75
327,"Rogue","U.S.A.",2009,"Venezuela","Rio Caribe",0.7,2,"Beans,Sugar","mint, sweet spices",3.5
213,"Rogue","U.S.A.",2008,"Madagascar","Sambirano, 2008",0.7,2,"Beans,Sugar","raisins, sour, roasty",3
213,"Rogue","U.S.A.",2008,"Trinidad","Trinidad",0.7,2,"Beans,Sugar","dry, honey, roasty",3
213,"Rogue","U.S.A.",2008,"Dominican Republic","Hispaniola, 2008",0.7,2,"Beans,Sugar","nutty, earthy, mild off note",2.75
213,"Rogue","U.S.A.",2008,"Jamaica","Jamaica",0.7,2,"Beans,Sugar","sandy, heavy roast, woody",2.75
2672,"Rozsavolgyi","Hungary",2021,"Peru","Piura, Norandino, Gran Blanco Nativo, b. PB4704",0.72,3,"Beans,Sugar,Cocoa Butter","blackberry, mild floral",3.75
2004,"Rozsavolgyi","Hungary",2017,"Venezuela","Chuao",0.73,3,"Beans,Sugar,Cocoa Butter","nuts, chocolate, mellow",3.75
809,"Rozsavolgyi","Hungary",2012,"Venezuela","Sur del Lago",0.84,3,"Beans,Sugar,Cocoa Butter","fatty, chemical, roasty",2.5
871,"Rozsavolgyi","Hungary",2012,"Madagascar","Sambirano, Akesson Estate, batch MT3802",0.72,3,"Beans,Sugar,Cocoa Butter","buttery, sour tang, off notes",2.5
871,"Rozsavolgyi","Hungary",2012,"Venezuela","Rio Caribe Superior, Paria Penninsula, b. R380",0.76,3,"Beans,Sugar,Cocoa Butter","fatty, burnt, nut, vegetal",2.25
713,"Rozsavolgyi","Hungary",2011,"Venezuela","Carenero Superior",0.73,3,"Beans,Sugar,Cocoa Butter","fatty, roasty, coffee",3.5
717,"Rozsavolgyi","Hungary",2011,"Venezuela","Aragua, Trincheras",0.7,3,"Beans,Sugar,Cocoa Butter","uneven melt, cashew",3.5
765,"Rozsavolgyi","Hungary",2011,"Principe","Principe",0.77,3,"Beans,Sugar,Cocoa Butter","smokey, nutty, fat residue",2.75
717,"Rozsavolgyi","Hungary",2011,"Venezuela","Porcelana",0.71,3,"Beans,Sugar,Cocoa Butter","intense, burnt, chemical",2.5
2840,"Ruket","Italy",2023,"Grenada","L'Esterre Estate, lot 02G",0.73,2,"Beans,Sugar","even flavor, prune, molasses",3.25
2660,"Ruket","Italy",2021,"Tanzania","Kokoa Kamili. Lot 73T",0.72,2,"Beans,Sugar","clean, pure cocoa, cherry, gritty",3.5
2668,"Ruket","Italy",2021,"Indonesia","Sumba, lot 02IN",0.77,2,"Beans,Sugar","mild smoke, tart, spice, harsh",2.75
2036,"Ruket","Italy",2018,"Nicaragua","Nugu, lot 02N",0.7,3,"Beans,Sugar,Cocoa Butter","complex, coarse, astringent",3.5
2036,"Ruket","Italy",2018,"Haiti","Pisa, lot 03HA",0.75,3,"Beans,Sugar,Cocoa Butter","cocoa base, spice",3
1964,"Ruket","Italy",2017,"Honduras","Red Mayan, Xoco",0.72,3,"Beans,Sweetener other than white cane or beet sugar,Cocoa Butter","off note, vegetal, nibby",2.75
813,"Sacred","U.S.A.",2012,"Blend","Twilight, Central and S. America",0.69,4,"Beans,Sweetener other than white cane or beet sugar,Cocoa Butter,Vanilla","grassy, maple",3.25
